rating,date,title,review
5,2017-04-20T07:43:25.000Z,I was a little hesitant having read a …,"I was a little hesitant having read a couple of bad reviews but I have to say that so far I've found the course to be comprehensive, easily accessible, informative and meeting all my requirements. The lecturers who mark are very responsive and very fast to get back with grades and feedback. I'm very pleased with everything so far and pleased I started."
5,2017-04-20T07:08:57.000Z,Open collages provides the highest …,Open collages provides the highest quality standard of education. All content is easily accessible and the trainers and assessors are experts in their field.
5,2017-04-20T06:46:05.000Z,Great platform to learn on highly …,Great platform to learn on highly reccomend to anyone
5,2017-04-20T05:19:34.000Z,Assignments straight forward and help …,Assignments straight forward and help available whenever you need it
4,2017-04-20T04:55:30.000Z,Open Colleges,Open Colleges has been fantastic. Sometimes there is a few issues with the time management of Assignments being marked but other than that it has been a great experience. The trainers and other people who are completing the course are all very helpful when questions need to be answered. Definitely will recommend it to other people.
5,2017-04-20T04:13:39.000Z,Will definately reccommend.,Will definitely recommend.
4,2017-04-20T04:10:54.000Z,pretty good,I think it's overpriced - but so is every other form of tertiary study. Other than that it's awesome.
5,2017-04-20T04:10:40.000Z,They are very helpful and the system is …,They are very helpful and the system is very easy to use. Would highly recommend to anyone looking to study onlin.
4,2017-04-20T03:56:26.000Z,Great experience,Online learning that does not feel lonely.  Plenty of support and you can ask questions without feeling as though you are an inconvenience for asking.  No question is too much trouble from Admin or trainers.
5,2017-04-20T03:52:09.000Z,A very good college,
4,2017-04-20T03:44:04.000Z,Writing Course review,transparent processes and friendly tutors helped as was out of practice iro studying
3,2017-04-20T03:41:21.000Z,I haven't studied or taken too many …,I haven't studied or taken too many notes since high school and found it very daunting. Open colleges staff have been in touch via email to check in however it hasn't gotten me over the hurdle of starting..
5,2017-04-20T03:13:37.000Z,Excellent customer service and …,Excellent customer service and feedback. I would highly recommend Open Colleges to anyone wishing to continue their studies.
